,movieId,title,genres_x,user_count,rating_avg,imdbId,tconst,isAdult,startYear,runtimeMinutes,genres_y,directors,writers,actors
49,54,"Big Green, The (1995)",Children|Comedy,919,2.8411316648531013,112499,tt0112499,0,1995,100,"Comedy,Family,Sport",nm0805965,nm0805965,"['nm0000430', 'nm0001882', 'nm0761587', 'nm0856012']"
50,55,Georgia (1995),Drama,851,3.220329024676851,113158,tt0113158,0,1995,115,"Drama,Music",nm0343260,nm0193009,"['nm0000492', 'nm0001858', 'nm0505971', 'nm0001611']"
51,57,Home for the Holidays (1995),Drama,2236,3.320438282647585,113321,tt0113321,0,1995,103,"Comedy,Drama,Romance",nm0000149,"nm0705331,nm0725379","['nm0000456', 'nm0000843', 'nm0000375', 'nm0001164']"
52,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,10483,3.9679004101879234,110877,tt0110877,0,1994,108,"Biography,Comedy,Drama","nm0873385,nm0705535","nm0805073,nm0769249,nm0769250,nm0667657,nm0705535,nm0873385","['nm0873385', 'nm0634159', 'nm0002029', 'nm0769237']"
53,59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,181,3.56353591160221,112714,tt0112714,0,1995,100,"Drama,Mystery,Thriller",nm0503215,nm0503215,"['nm0089937', 'nm0333079', 'nm0589603', 'nm0000218']"
54,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,5960,3.0958892617449663,113419,tt0113419,0,1995,96,"Drama,Family,Fantasy",nm0000568,"nm0052209,nm0558953","['nm0769136', 'nm0514342', 'nm0001080', 'nm0420955']"
55,61,Eye for an Eye (1996),Drama|Thriller,2088,3.3160919540229883,116260,tt0116260,0,1996,101,"Crime,Drama,Thriller",nm0772259,"nm0392788,nm0798646,nm0415425","['nm0000398', 'nm0000662', 'nm0000438', 'nm0122466']"
56,62,Mr. Holland's Opus (1995),Drama,18242,3.715354676022366,113862,tt0113862,0,1995,143,"Drama,Music",nm0378893,nm0242059,"['nm0000377', 'nm0000444', 'nm0858988', 'nm0001156']"
57,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,2336,3.083904109589041,116126,tt0116126,0,1996,89,"Comedy,Crime",nm0054077,"nm0915465,nm0005541,nm0064556","['nm0915465', 'nm0005541', 'nm0005540', 'nm0429385']"
58,64,Two if by Sea (1996),Comedy|Romance,1884,2.81395966029724,118002,tt0118002,0,1996,96,"Comedy,Crime,Romance",nm0071611,"nm0001459,nm0035836,nm0501181","['nm0000113', 'nm0001459', 'nm0226820', 'nm0001433']"
59,65,Bio-Dome (1996),Comedy,4663,2.37025520051469,115683,tt0115683,0,1996,88,Comedy,nm0089176,"nm0498963,nm0669692,nm0089820,nm0462835,nm0545085","['nm0001736', 'nm0000286', 'nm0040472', 'nm0236225']"
60,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,2215,2.1376975169300225,116839,tt0116839,0,1996,93,"Action,Sci-Fi,Thriller",nm0542752,"nm0542752,nm0591160","['nm0000920', 'nm0001242', 'nm0639432', 'nm0693531']"
61,67,Two Bits (1995),Drama,163,3.2975460122699385,114753,tt0114753,0,1995,85,Drama,nm0001226,nm0825010,"['nm0000199', 'nm0001512', 'nm0056362', 'nm0097371']"
62,68,French Twist (Gazon maudit) (1995),Comedy|Romance,1124,3.4301601423487544,113149,tt0113149,0,1995,104,"Comedy,Drama,Romance",nm0001929,"nm0001929,nm0095579,nm0041462","['nm0000721', 'nm0001929', 'nm0149260', 'nm0390458']"
63,69,Friday (1995),Comedy,4278,3.5583216456287987,113118,tt0113118,0,1995,91,"Comedy,Drama",nm0336620,"nm0001084,nm0690770","['nm0001084', 'nm0000676', 'nm0000505', 'nm0001474']"
64,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,14118,3.326568919110356,116367,tt0116367,0,1996,108,"Action,Crime,Horror",nm0001675,"nm0476071,nm0000233","['nm0000172', 'nm0000123', 'nm0000496', 'nm0000233']"
65,71,Fair Game (1995),Action,1202,2.34567387687188,113010,tt0113010,0,1995,91,"Action,Romance,Thriller",nm0802617,"nm0331514,nm0281969","['nm0000287', 'nm0000340', 'nm0000925', 'nm0001520']"
66,72,Kicking and Screaming (1995),Comedy|Drama,1179,3.4868532654792195,113537,tt0113537,0,1995,96,"Comedy,Drama,Romance",nm0000876,"nm0000876,nm0075427","['nm0357979', 'nm0000655', 'nm0332489', 'nm0446070']"
67,73,"Misérables, Les (1995)",Drama|War,2699,3.796035568729159,113828,tt0113828,0,1995,175,"Drama,History",nm0500988,"nm0401076,nm0500988","['nm0000901', 'nm0099378', 'nm0553402', 'nm0500992']"
68,74,Bed of Roses (1996),Drama|Romance,3235,3.2880989180834623,115644,tt0115644,0,1996,87,"Drama,Romance",nm0325533,nm0325533,"['nm0000225', 'nm0000524', 'nm0781899', 'nm0000982']"
69,75,Big Bully (1996),Comedy|Drama,526,2.429657794676806,115676,tt0115676,0,1996,90,"Comedy,Thriller",nm0591171,nm0425756,"['nm0001548', 'nm0000792', 'nm0680541', 'nm0001406']"
70,76,Screamers (1995),Action|Sci-Fi|Thriller,3235,3.010046367851623,114367,tt0114367,0,1995,108,"Horror,Sci-Fi,Thriller",nm0240995,"nm0001140,nm0639321,nm0854185","['nm0000693', 'nm0001163', 'nm0748075', 'nm0490774']"
71,77,Nico Icon (1995),Documentary,211,3.4028436018957344,113973,tt0113973,0,1995,70,"Biography,Documentary,Music",nm0644467,nm0644467,
72,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1129,3.152790079716563,112744,tt0112744,0,1995,111,"Drama,Thriller",nm0000576,nm0000576,"['nm0000197', 'nm0001556', 'nm0001378', 'nm0000705']"
73,79,"Juror, The (1996)",Drama|Thriller,5061,3.1199367713890536,116731,tt0116731,0,1996,118,"Crime,Drama,Thriller",nm0001270,"nm0205923,nm0848217","['nm0000193', 'nm0000285', 'nm0330687', 'nm0001254']"
74,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,515,3.749514563106796,112445,tt0112445,0,1995,85,"Drama,Family",nm0070159,"nm0452102,nm0070159,nm0787526","['nm0595869', 'nm0435760', 'nm0649746', 'nm0096941']"
75,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,3007,3.2527435982707016,114660,tt0114660,0,1995,115,"Crime,Drama,Thriller",nm0001219,nm0003298,"['nm0000412', 'nm0000686', 'nm0000502', 'nm0001235']"
76,82,Antonia's Line (Antonia) (1995),Comedy|Drama,2288,3.992351398601399,112379,tt0112379,0,1995,102,"Comedy,Drama",nm0331296,nm0331296,"['nm0002168', 'nm0213912', 'nm0887675', 'nm0234579']"
77,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,537,3.644320297951583,114039,tt0114039,0,1995,115,"Drama,Romance",nm0005347,"nm0851492,nm0178294","['nm0293272', 'nm0711118', 'nm0502442', 'nm0446780']"
78,84,Last Summer in the Hamptons (1995),Comedy|Drama,141,3.358156028368794,113612,tt0113612,0,1995,108,"Comedy,Drama",nm0415617,"nm0415617,nm0289439","['nm0289439', 'nm0511798', 'nm0047976', 'nm0099029']"
79,85,Angels and Insects (1995),Drama|Romance,2441,3.526833265055305,112365,tt0112365,0,1995,116,"Drama,Romance",nm0351993,"nm0125706,nm0351911,nm0351993","['nm0753314', 'nm0000218', 'nm0000475', 'nm0447305']"
80,86,White Squall (1996),Action|Adventure|Drama,3921,3.4766641162968632,118158,tt0118158,0,1996,129,"Adventure,Drama",nm0000631,"nm0317335,nm0840307,nm0733149","['nm0000313', 'nm0328751', 'nm0001698', 'nm0937930']"
81,87,Dunston Checks In (1996),Children|Comedy,938,2.349680170575693,116151,tt0116151,0,1996,88,"Adventure,Comedy,Family",nm0477129,"nm0394201,nm0333949","['nm0004517', 'nm0001159', 'nm0005156', 'nm0000391']"
82,88,Black Sheep (1996),Comedy,4730,3.107188160676533,115697,tt0115697,0,1996,87,Comedy,nm0790715,nm0937748,"['nm0000394', 'nm0005450', 'nm0001513', 'nm0002056']"
83,89,Nick of Time (1995),Action|Thriller,3095,3.1294022617124395,113972,tt0113972,0,1995,90,"Action,Crime,Drama",nm0000824,nm0242059,"['nm0000136', 'nm0000686', 'nm0153733', 'nm0001165']"
84,90,The Journey of August King (1995),Drama,201,3.333333333333333,113490,tt0113490,0,1995,91,Drama,nm0241090,nm0251188,"['nm0000574', 'nm0628601', 'nm0236952', 'nm0001832']"
85,92,Mary Reilly (1996),Drama|Horror|Thriller,2114,2.850047303689688,117002,tt0117002,0,1996,108,"Drama,Horror,Romance",nm0001241,"nm0553168,nm0358960","['nm0000210', 'nm0000518', 'nm0170552', 'nm0002091']"
86,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1936,2.4919938016528924,114825,tt0114825,0,1995,100,"Comedy,Fantasy,Horror",nm0000127,"nm0000552,nm0528487,nm0614151,nm0524710,nm0662134","['nm0000552', 'nm0000291', 'nm0005300', 'nm0362429']"
87,94,Beautiful Girls (1996),Comedy|Drama|Romance,3760,3.5279255319148937,115639,tt0115639,0,1996,112,"Comedy,Drama,Romance",nm0001130,nm0003298,"['nm0000369', 'nm0000459', 'nm0001187', 'nm0001272']"
88,95,Broken Arrow (1996),Action|Adventure|Thriller,20642,3.077245421955237,115759,tt0115759,0,1996,108,"Action,Adventure,Thriller",nm0000247,nm0003662,"['nm0000237', 'nm0000225', 'nm0000526', 'nm0005148']"
89,96,In the Bleak Midwinter (1995),Comedy|Drama,444,3.7004504504504494,113403,tt0113403,0,1995,99,Comedy,nm0000110,nm0000110,"['nm0540585', 'nm0001972', 'nm0153381', 'nm0001058']"
90,97,"Hate (Haine, La) (1995)",Crime|Drama,2615,3.986233269598471,113247,tt0113247,0,1995,98,"Crime,Drama",nm0440913,nm0440913,"['nm0001993', 'nm0468003', 'nm0846548', 'nm0315760']"
91,100,City Hall (1996),Drama|Thriller,3770,3.2212201591511938,115907,tt0115907,0,1996,111,"Crime,Drama,Mystery",nm0000887,"nm0513601,nm0001707,nm0683380,nm0325743","['nm0000199', 'nm0000131', 'nm0000403', 'nm0000732']"
92,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,4438,3.7673501577287065,115734,tt0115734,0,1996,91,"Comedy,Crime,Drama",nm0027572,"nm0005562,nm0027572","['nm0005561', 'nm0005562', 'nm0235684', 'nm0288800']"
93,102,Mr. Wrong (1996),Comedy,1841,2.4106463878327,117102,tt0117102,0,1996,96,Comedy,nm0145309,"nm0558533,nm0251328,nm0613248","['nm0001122', 'nm0000597', 'nm0000349', 'nm0001777']"
94,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1046,3.2552581261950286,118040,tt0118040,0,1996,117,"Drama,Mystery,Sci-Fi",nm0001093,nm0311469,"['nm0000501', 'nm0000400', 'nm0001075', 'nm0001520']"
95,104,Happy Gilmore (1996),Comedy,19190,3.3943981240229286,116483,tt0116483,0,1996,92,"Comedy,Sport",nm0240797,"nm0379056,nm0001191","['nm0001191', 'nm0001520', 'nm0100866', 'nm0062844']"
96,105,"Bridges of Madison County, The (1995)",Drama|Romance,9006,3.3332222962469467,112579,tt0112579,0,1995,135,"Drama,Romance",nm0000142,"nm0481418,nm0909077","['nm0000142', 'nm0000658', 'nm0179960', 'nm0805789']"
97,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,125,3.436,110251,tt0110251,0,1994,104,"Comedy,Drama",nm0246903,nm0246903,"['nm0775056', 'nm0762997', 'nm0901908', 'nm0873142']"
98,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,6015,3.2168744804655027,117110,tt0117110,0,1996,99,"Action,Adventure,Comedy","nm0005008,nm0485298","nm0829044,nm0432075,nm0857130,nm0366337","['nm0000347', 'nm0175262', 'nm0766837', 'nm0084107']"
99,108,Catwalk (1996),Documentary,115,3.0739130434782607,112646,tt0112646,0,1995,95,Documentary,nm0494889,\N,
100,110,Braveheart (1995),Action|Drama|War,59184,4.002272573668559,112573,tt0112573,0,1995,178,"Biography,Drama,History",nm0000154,nm0908824,"['nm0000154', 'nm0000521', 'nm0001526', 'nm0005171']"
101,111,Taxi Driver (1976),Crime|Drama|Thriller,29133,4.083479216009336,75314,tt0075314,0,1976,114,"Crime,Drama",nm0000217,nm0001707,"['nm0000134', 'nm0000149', 'nm0001732', 'nm0000983']"
102,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,10958,3.40623288921336,113326,tt0113326,0,1995,104,"Action,Comedy,Crime",nm0867262,"nm0849282,nm0530853","['nm0000329', 'nm0611315', 'nm0948123', 'nm0876603']"
103,113,Before and After (1996),Drama|Mystery,990,3.101010101010101,115645,tt0115645,0,1996,108,"Crime,Drama,Mystery",nm0775447,"nm0114595,nm0848217","['nm0000658', 'nm0000553', 'nm0000411', 'nm0919733']"
104,114,Margaret's Museum (1995),Drama,230,3.5891304347826085,113774,tt0113774,0,1995,114,Drama,nm0710372,"nm0192996,nm0923303,nm0710372","['nm0000307', 'nm0625075', 'nm0751085', 'nm0646241']"
105,116,Anne Frank Remembered (1995),Documentary,875,3.911428571428572,112373,tt0112373,0,1995,117,"Biography,Documentary,War",nm0086282,"nm0086282,nm0290833","['nm0000110', 'nm0000335']"
106,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1142,3.574430823117338,115033,tt0115033,0,1995,99,"Crime,Drama",nm0743239,"nm0712575,nm0743239","['nm0640560', 'nm0792029', 'nm0036653', 'nm0790689']"
107,118,If Lucy Fell (1996),Comedy|Romance,1030,2.9854368932038837,116606,tt0116606,0,1996,92,"Comedy,Romance",nm0769703,"nm0769703,nm0819045","['nm0000572', 'nm0769703', 'nm0001774', 'nm0000512']"
108,119,"Steal Big, Steal Little (1995)",Comedy,246,2.733739837398374,114536,tt0114536,0,1995,135,Comedy,nm0001112,"nm0001112,nm0876051,nm0673772,nm0088271,nm0086587,nm0434929","['nm0000412', 'nm0000273', 'nm0001797', 'nm0001592']"
109,120,Race the Sun (1996),Adventure|Comedy|Drama,142,2.841549295774648,117427,tt0117427,0,1996,100,"Adventure,Comedy,Drama",nm0304395,nm0607454,"['nm0000932', 'nm0000902', 'nm0402730', 'nm0000729']"
110,122,Boomerang (1992),Comedy|Romance,3588,2.859392419175028,103859,tt0103859,0,1992,117,"Comedy,Drama,Romance",nm0399737,"nm0087904,nm0790775,nm0000552","['nm0000552', 'nm0002101', 'nm0000932', 'nm0004979']"
111,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,2607,3.991369390103568,109424,tt0109424,0,1994,102,"Comedy,Crime,Drama",nm0939182,nm0939182,"['nm0510857', 'nm0437580', 'nm0504897', 'nm0910947']"
112,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,298,3.4966442953020134,114808,tt0114808,0,1995,113,"Drama,Romance",nm0868153,"nm0868153,nm0727423","['nm0144812', 'nm0517046', 'nm0768769', 'nm0872689']"
113,125,Flirting With Disaster (1996),Comedy,3231,3.744196843082637,116324,tt0116324,0,1996,92,Comedy,nm0751102,nm0751102,"['nm0001774', 'nm0000099', 'nm0000495', 'nm0001546']"
114,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1329,2.318660647103085,110647,tt0110647,0,1994,95,"Adventure,Comedy,Family",nm0003423,"nm0006639,nm0003369,nm0256779","['nm0725284', 'nm0443139', 'nm0085312', 'nm0278092']"
